Date_time,city,state/province,country,UFO_shape,length_of_encounter_seconds,described_duration_of_encounter,description,date_documented,latitude,longitude
06-01-1947 02:30,cleveland,oh,us,light,300,about three hours,It was about 2:15 in the morning when my wife woke me from a deep sleep and began to complain of stomach problems. As I was getting out,04/28/2001,41.4994444,-81.6955556
06-01-1947 17:00,espanola (outside of),nm,us,circle,300,5 minutes,Saucer shaped object  about  ten feet in diam.,08/30/2013,35.9911111,-106.08
07-01-1947 20:00,cashmere,wa,us,formation,120,2 minutes,THE SIGHTING.&#9;It was a clear&#44 summer&#8217;s evening in 1947 (or 1948 &#8211; I can&#8217;t be sure of the exact year).  The sun had just set over th,04/16/2005,47.5225,-120.4686111
07-01-1947 20:00,maywood,ca,us,disk,120,2  minutes,1947 UFO sighting Date: ? sometime in early summer Time: after dark (between 7 - 9 pm) Place: Maywood IL not far from O&#8217;hare Airbase (n,04/16/2005,33.9866667,-118.1844444
08-01-1948 02:00,new york city (brooklyn),ny,us,circle,600,10 minutes,A round overing craft over neighbors roof&#44 emitting a roaring sound &#44 observed fire like a jet engine beneath,09/15/2005,40.7141667,-74.0063889
05-10-1948 19:00,scipio,in,us,sphere,10,10 seconds,Round red glowing ball going west in Northern sky.,04/16/2005,39.0791667,-85.7175
12-12-1948 23:30,sharpsburg,md,us,circle,180,3 minutes,Small UFO at 100&#39&#44  airspeed less than 20mph&#44 absolutely silent&#44  saw crew&#44 normal&#44 white uniforms.,03/19/2009,39.4575,-77.7491667
05-01-1949 14:00,oak ridge (drive),wv,us,other,40,40seconds,log shape whooshing object observed near charleston w.v.,03/19/2002,38.075,-81.1097222
07-01-1949 11:00,fairbanks,ak,us,disk,120,2 minutes,Enormous metallic disc in Alaska sky&#44 1949.,12/23/2013,64.8377778,-147.7163889
07-01-1949 16:00,marion,al,us,formation,60,under 1 minute,GEORGIA UFO GROUP Report/Tom Sheets:  Witness Debriefing-Alabama Orbs&#44 1949,08/24/2004,32.6322222,-87.3191667
04-10-1949 15:00,seattle,wa,us,disk,600,ten minutes,UFO Hovers over Seattle sky,04/27/2004,47.6063889,-122.3308333
06-01-1950 16:00,philadelphia,ms,us,disk,600,ten minutes or less,Childhood sighting of disk witnessed by mother and sons.,03/12/2008,32.7713889,-89.1166667
06-01-1950 20:00,pittsburgh,pa,us,oval,1500,20/25 minutes,One larger white object &amp; 2 smaller round white objects.,02/14/2006,40.4405556,-79.9961111
08-01-1950 04:00,louisville,ky,us,other,60,1 minute,In 1953&#44 at the age of 3 years old I was Contacted by what is described as a &quot;GREY&quot;.  This happened in Ky in 1953.,10/19/2011,38.2541667,-85.7594444
10-01-1950 11:00,pikeville,ky,us,disk,600,hr,SEVENTY SOME  FLYING DISK OBSERVED IN  1950,04/16/2005,37.4791667,-82.5188889
06-01-1951 07:00,brandon (canada),mb,ca,disk,1800,30 minutes,Circular Craft and Man in Black Sighted in Summer of 1951 at Brandon&#44 Manitoba&#44 Canada,02/18/2001,49.833333,-99.95
07-01-1951 03:00,otis orchards,wa,us,disk,120,~2 minutes,Cigar shaped Disc darting back and forth (East/West)&#44 Western shores of Liberty Lake&#44 WA &amp; West&#44 @ &amp;lt; 45 degre angle to So. Horizon,12/23/2013,47.7005556,-117.1052778
02-03-1951 22:00,thompsonville,ct,us,disk,30,30 seconds,A golden-orange glowing bowl&#44 flat on top&#44 2 ft in dia hovered overhead for about 30 sec. then was gone in a streak without  a sound,07/25/2004,41.9969444,-72.5994444
06-03-1951 13:00,jasper,nc,us,oval,300,5 minutes,MIDDAY OVAL SHAPE&#44 ANITQUE COLOR OBJECT SITTING HALF WAY BETWEEN TALL PINE TREES AND THE GROUND.,06/20/2005,35.2013889,-77.2069444
07-01-1952 15:00,sebeka,mn,us,other,1800,30 min,Silver donut shape object sighted over rural Minnesota.,12/12/2011,46.63,-95.0886111
07-01-1952 22:00,detroit,mi,us,sphere,300,5 minutes,object sits stationary for 5 minutes and then accelerates out of sight in 5 seconds.,10/31/2003,42.3313889,-83.0458333
08-01-1952 21:30,tampa,fl,us,oval,9000,2 hrs. 30 min.,Triangulation radar fix (USAF&#44 civil&#44 Navy).  I ordered intercept by SAC B-29.  B-29 tracked object. Central fire control system locked,12/02/2000,27.9472222,-82.4586111
10-01-1952 12:00,kansas city,mo,us,disk,90,90 sec.,1952 daylight sighting of multiple discs in formation,10/31/2008,39.0997222,-94.5783333
04-01-1953 15:00,haverhill,ma,us,chevron,2,seconds,Historical account&#44 Haverhill MA,09/02/2005,42.7761111,-71.0777778
04-01-1953 18:00,cambridge,ma,us,sphere,180,3 minutes,Two red-orange lights skirted Boston rooftops in opposite directions&#44 then went over my dormitory in tandem.,07/14/2013,42.375,-71.1061111
07-01-1953 05:30,colorado springs (mtsn nw of),co,us,disk,10,10 seconds,Absolutely huge UFO hovered 40 feet above house in total silence before instantly disappearing without a trace.,07/25/2004,38.8338889,-104.8208333
08-01-1953 12:00,berkeley,mo,us,fireball,300,5 minutes,Early 50&#39s sighting in Berkeley&#44 Missouri,01/22/2004,38.7544444,-90.3311111
02-01-1954 02:00,fairbanks,ak,us,unknown,1140,19 min.,RADAR INTERCEPT OF UFO BY USAF PILOT IN ALASKA 1954.,01/10/2009,64.8377778,-147.7163889
06-01-1954 00:00,houston,tx,us,disk,180,2-3 minutes,I fulfilled my duty by passing on an unusual accourance,06/12/2008,29.7630556,-95.3630556
06-01-1954 06:00,ovid,ny,us,disk,600,10 min.,I saw two silver/gray objects of different shapes.,12/05/2001,42.6763889,-76.8233333
06-01-1954 08:00,springfield (rural area near),il,us,cylinder,600,5-10 mins.,This happened many years ago when I was a child.  Object&#44 3&#39 long&#44 crystal type cylinder&#44 pinkish color came in fast from the East and,12/02/2000,39.8016667,-89.6436111
05-01-1955 15:00,holbrook,ma,us,egg,60,1 minute,I turned around and over the trees was a large yellow object shaped like a football without the tips on the ends.,04/16/2005,42.155,-71.0091667
06-01-1955 02:00,bagley,mn,us,circle,7200,2 hours,I was 5 years old at the time&#44 family of 4 told they would remember nothing. I managed to break free of the (mind) control just before,05/24/1999,47.5216667,-95.3980556
06-01-1955 15:29,cincinnati,oh,us,disk,120,approx. 1-1/2 min,June 1955.  Bronze saucer/cylindrical craft; approx. 3:30 p.m.&#44 no life form sited.,06/18/2003,39.1619444,-84.4569444
06-01-1955 17:00,martinez (outskirts),ca,us,circle,1800,30 minutes,We observed a large object aprox.size &quot;football field or larger&quot; aproach us 45mph make 90 degree turn. color &quot;red glowing ember&quot;.2000 f,02/16/2000,38.0194444,-122.1330556
01-01-1956 05:30,weirton,wv,us,disk,10,10 seconds,My Uncle Sam was driving to work very early one winter morning.  He lived down the street from my house.  As he approached my home in h,01/07/2000,40.4188889,-80.5897222
03-01-1956 13:00,petaluma,ca,us,oval,1800,30 minutes,Objects were several thousand feet in altitude and bounced around the sky basically overhead.  I was 17 years old at the time.  The Pet,01/28/1999,38.2325,-122.6355556
05-01-1956 12:00,canton,oh,us,cigar,120,2 minutes,At first the silver disc was stationary. As it moved across the sky&#44 it moved so rapidly&#44 it could not have been man made.,09/15/2005,40.7988889,-81.3786111
06-01-1956 19:00,belton,mo,us,other,600,10min.,THE EVENT WAS A PERSONAL CONTACT WITH AN ALIEN. SINCE I WAS ABOUT 6 YEARS OLD AND IT HAS BEEN A LONG TIME FORGIVE ME ANY DESCREPANCIES,01/28/1999,38.8119444,-94.5316667
01-01-1957 21:00,dallas,tx,us,unknown,20,20 seconds,I was flying the first of 4 USAF aircraft on a simulated bombing run on a bridge span in Dallas&#44 Texas.  The other 3 aircraft were behi,08/24/2004,32.7833333,-96.8
05-01-1957 12:00,canton,oh,us,cigar,180,3 minutes,Cigar shaped object is motionless for more than a minute&#44 then moves west at incomprhensible speed&#44 then out of sight.,04/27/2004,40.7988889,-81.3786111
06-01-1957 10:00,el paso,tx,us,disk,7,5 to 7 seconds,The UFO did not make any sounds.  The craft&#39s disappearance from the sky was like a blurr.,07/26/2002,31.7586111,-106.4863889
06-01-1957 20:00,glens falls,ny,us,disk,240,3or4min,there was no mistakeing what i was looking at it was up close and they traveled very slowly,12/02/2000,43.3094444,-73.6444444
01-01-1958 22:00,pep,tx,us,fireball,2,2sec,Green fire balls&#44 Texas Panhandle&#44 late 1950&#39s.,12/12/2009,33.8161111,-102.5577778
06-01-1958 02:00,middlesex,nc,us,circle,3600,1 hour,white glowing lights,03/11/2006,35.79,-78.2041667
06-01-1958 19:00,san francisco,ca,us,oval,120,2 minutes,A low flying huge silver flying saucer positions itself over home in San Francisco in 1958.,10/31/2003,37.775,-122.4183333
06-01-1958 21:00,new york city (bronx),ny,us,oval,10,10 seconds,7 brightly illuminated elliptical discs racing uniformly across the night sky were seen moving NNW to SSE equally spaced apart.,04/16/2005,40.7141667,-74.0063889
04-01-1959 01:00,miami,fl,us,sphere,2700,30-45 minutes,1959 childhood encounter with a spherical&#44 faceted object&#44 that had landed in my back yard in Miami.,02/14/2008,25.7738889,-80.1938889
05-01-1959 18:30,columbus,oh,us,light,180,2-3 min,Red-orange lights over seen motionless over Lockborne AFB-one vanished and one sped out of sight.,02/22/2002,39.9611111,-82.9988889
06-01-1959 12:00,orange,ct,us,cylinder,3600,1 hour?,Sighted craft and transport of object to the ground,03/19/2009,41.2783333,-73.0261111
06-01-1959 18:30,sidney,oh,us,light,300,5 minutes,Saw a bright light shining down.  Pulled over to the side of I75 and watched it about 5 min. before it took off very quickly heading ea,04/27/2007,40.2841667,-84.1555556
02-01-1960 22:15,st. paul,mn,us,cigar,3,3 seconds,A cigar-shaped UFO glided down towards the earth at a 45 degree angle&#44 but was lost in the ground clutter.,03/16/2000,44.9444444,-93.0930556
02-01-1960 23:00,hartwell,ga,us,cigar,45,approx 30 to 45 seconds,My father explained an event of a large cigar-shaped object in perfect flight,04/16/2005,34.3527778,-82.9322222
04-01-1960 21:00,houston,tx,us,other,300,<5 minutes,Sharp right angle turn in flight direction after stopping in mid-flight,12/19/2003,29.7630556,-95.3630556
05-01-1960 20:00,tucson,az,us,light,300,4-5 minutes,Lights only&#44 no sound&#44 moving across the night sky&#44 then making a series of perfect right angle turns&#44 like plowing a field.,09/02/2005,32.2216667,-110.9258333
01-01-1961 12:00,santa clara,ca,us,circle,10800,3 hours,Stationary circular object 12 oclock high.,01/17/2004,37.3541667,-121.9541667
01-01-1961 13:00,kendallville,in,us,circle,30,30 seconds,It was a clear Indiana day and I saw something fascinating,10/08/2007,41.4413889,-85.265
04-01-1961 20:00,shenandoah,pa,us,light,120,few minutes,UFOs spotted coming from behind the moon,07/16/2003,40.8202778,-76.2011111
05-01-1961 22:00,auburn,wa,us,cigar,300,5 min,Grandmother saw a cigar shaped craft which she said was as long as the valley is wide.,11/20/2001,47.3075,-122.2272222
01-01-1962 08:00,key west,fl,us,sphere,300,3 to 5 minutes,in the very early morning hours of 1962&#44 I don&#39t recall the date or month&#44 at the time I was only 10 years of age&#44 a very loud whistlei,03/07/1998,24.5552778,-81.7827778
03-01-1962 08:00,snohomish,wa,us,diamond,1500,25 minutes,I saw a UFO shoot incredibly fast and straight across large areas of the sky and then stop instantly at a new location.,11/28/2007,47.9130556,-122.0969444
06-01-1962 00:00,bartlesville,ok,us,unknown,120,minute or so,Childhood visitation 1962&#44 possible implant&#44 first sighting 1977.  other sightings of craft on several occasions. 500 Lights On Obj,07/04/2012,36.7472222,-95.9805556
06-01-1962 12:00,ellwood city,pa,us,disk,60,1 minutes,came down never touched ground had mist like around it&#44 about 1 yard wide wide&#44 hovered off ground right where I was sitting for about,01/28/1999,40.8616667,-80.2866667
01-01-1963 22:00,helena (near),mt,us,diamond,3600,1 hour,Diamond shaped UFO blocks USAF runway,02/10/2012,46.5927778,-112.0352778
04-01-1963 07:00,tucson,az,us,triangle,600,10 minutes,Observed in western sky @ about 100 ft. flying to the south at about 10 to25 mph Flying in formation as geese would fly,08/10/1999,32.2216667,-110.9258333
06-01-1963 00:00,cocoa,fl,us,unknown,900,one hour,We are not alone&#44  I swear it before God Almighty.,12/14/2006,28.3858333,-80.7422222
06-01-1963 02:00,st. louis county,mo,us,cigar,300,5 mins approx,Cigar shaped craft hovering over swimming pool&#44 March 1963&#44 02:00-03:00&#44 slits along edge of hull of craft,08/07/2007,38.6272222,-90.1977778
05-01-1964 22:00,orangevale,ca,us,light,300,five minutes,Chased by a single light - Sacramento&#44 CA 1964,06/18/2004,38.6786111,-121.2247222
06-01-1964 04:30,haltom city,tx,us,light,600,10 minutes,Light beam travel across roof-tops...1964.,02/01/2007,32.7994444,-97.2688889
06-01-1964 15:00,sallisaw,ok,us,light,1800,30 minutes,&#39&#39ON ICE PROJECT&#39&#39 - UNDERGROUND CITY&#44 3 ET&#39s - 2 were KIA in CRASH  and 1 ALIVE POW DIED LATER&#44  MILITARY INSTALLATION&#44,05/12/2011,35.4602778,-94.7872222
07-01-1964 12:00,laurel springs,nj,us,other,300,5 minutes ?,Large glowing rock&#44 covered the sky&#44 very low&#44 just above the trees&#44 appeared/dissappeared silently&#44 darkened the sky.,09/28/2003,39.82,-75.0066667
01-01-1965 17:00,mokena,il,us,light,20,20 seconds,Light over Mokena Illinios,11/21/2010,41.5261111,-87.8891667
01-01-1965 20:00,conway,ar,us,light,3600,1 hour,At a drive-in during the summer my brother and I saw three lights above and to the right of the screen.  The movie was &quot;CAT BALOU.&quot; We,06/02/1998,35.0886111,-92.4419444
01-01-1965 20:00,st. ansgar,ia,us,fireball,20,20 seconds,winter nite wonder,02/01/2007,43.3783333,-92.9186111
04-01-1965 15:30,schertz,tx,us,disk,15,15 secs,Flying Disk seen approx 150 ft above ground near Randolph AFB,01/28/1999,29.5519444,-98.2694444
01-01-1966 17:00,flagstaff,az,us,disk,600,10 minutes,Spotted two black disk shaped objects flying over a small nearby mountain&#44 followed by a single engine plane .,01/03/2001,35.1980556,-111.6505556
02-01-1966 01:00,randolph,oh,us,oval,10,five to ten seconds,extremely fast UFO stopping dead still in mid air with two smaller similar UFO&#39s following t,08/12/2008,41.0327778,-81.2486111
04-01-1966 19:00,richmond,mo,us,disk,3600,1 hour,Four Teenagers Site UFO on Country Road near Rayville&#44 Missouri in 1966.,12/02/2000,39.2786111,-93.9766667
04-01-1966 21:00,new braintree,ma,us,circle,1800,~ 30 minutes,A large red glowing &quot;plasma cloud&quot; appeared over the woods&#44 then at least 11 smaller white circular objects were seen.,04/01/2001,42.3166667,-72.1263889
03-01-1967 19:30,whittier,ca,us,oval,2,2 seconds,Two observers witnessed 500-foot long oval craft  with lighted porthole windows flying low over Whittier.,04/16/2005,33.9791667,-118.0319444
04-01-1967 00:00,valdosta,ga,us,disk,180,2-3 minutes,The craft moved about in the sky just like a hummingbird or a bee. It looked to be the size of a VW Bug.,10/31/2008,30.8325,-83.2786111
04-01-1967 17:45,las vegas,nv,us,light,120,2 minutes,pulsating white round  light that changed between white and blue,07/16/2003,36.175,-115.1363889
04-01-1967 21:00,homestead,fl,us,unknown,7200,2 hours,Red lights along the side&#44 white light in front&#44  in a search-like pattern: slow over water&#44 very fast over land.,06/20/2005,25.4683333,-80.4777778
01-01-1968 00:00,burlington,nj,us,circle,1200,20min,New Years night in the late 60&#39s I&#44 my fater and two brothers observed a circular shaped craft,03/19/2009,40.0711111,-74.8652778
01-01-1968 00:00,lawndale,ca,us,circle,60,1 minute,Craft with a portal,12/12/2009,33.8872222,-118.3516667
01-01-1968 21:00,west monroe,la,us,light,1200,20 minutes,On the way into town&#44 a light appeared over head and followed us.,07/05/1999,32.5091667,-92.1191667
01-01-1968 23:00,wheaton,md,us,circle,60,1 minute,Woke up by loud noise&#44 parents said to come out and see the object. i was 9 or so at time. i remember red sphere hovering in one place,11/11/2013,39.0397222,-77.0555556
01-01-1969 20:00,farmerville,la,us,other,120,2 minutes,Five bright white&#44 small balls jumped out of the sky&#44 and bounced across the road.,07/05/1999,32.7733333,-92.4055556
03-01-1969 00:00,omaha,ne,us,oval,30,thirty seconds,Football shaped glowing orange light drifts straight across sky&#44 west to east&#44  to the top of a very tall TV tower and then disappears,12/12/2011,41.2586111,-95.9375
03-01-1969 15:00,oak lawn,il,us,disk,1800,30 min,2 Large UFOs seen by my brother and his driving instructor,01/19/2005,41.7108333,-87.7580556
03-01-1969 21:00,perth amboy,nj,us,light,120,2 minutes,While observing Venus through telescopes&#44 my friend and I saw several lights at high altitude that were able to come to complete stops&#44,06/20/2005,40.5066667,-74.2658333
01-01-1970 02:00,joplin,mo,us,unknown,1800,30 min,Large object moved slowly over the city,07/06/2010,37.0841667,-94.5130556
01-01-1970 12:00,grand rapids,mi,us,disk,1800,30 minutes,Low flying&#44 zig-zagging disc with lights in the 70&#39s,11/11/2003,42.9633333,-85.6680556
05-01-1970 00:00,new york city (bronx),ny,us,other,300,5 minutes,Bronx&#44 NY : It was a  solid silver -colored pyramid&#44  spinning 100 feet above Public School 54&#39s yard,01/17/2004,40.7141667,-74.0063889
05-01-1970 00:00,new york city (p. s. 54),ny,us,other,180,3 ninutes,I and scores of others witness a silver pyramid spinning in place abourt 50 feet above the school yard.,01/17/2004,40.7141667,-74.0063889
01-01-1971 01:00,niagara falls (canada),on,ca,oval,300,5 min.,In van driving home. Van stalled beside Winery. One block ahead&#44 hovering over an old schoolhouse was bright lights - Red and white cir,12/02/2000,43.1,-79.05
02-01-1971 18:30,waverly hall,ga,us,circle,3000,45-50 minutes,saw bright circular object almosr directly overhead and moving down to hover 200 yds to our right and about 100 ft above ground. Ist th,06/18/1998,32.6833333,-84.7383333
02-01-1971 19:00,gorham,nh,us,light,300,5 minutes,Bright lite seen moving eraticaly over mountains with no noise.,09/02/2005,44.3877778,-71.1736111
04-01-1971 21:00,boulder creek,ca,us,cigar,1200,20min,I saw the craft slowly and silently gliding along a fire trail in the Santa Cruz mountians where I usually went on walks to chant on my,01/22/2004,37.1261111,-122.1211111
01-01-1972 16:00,seattle,wa,us,triangle,30,30 sec.,Man reports sighting in l972 or 1973.  Heard woman scream&#44 turned&#44 and saw large triangular ship in sky.,11/02/1999,47.6063889,-122.3308333
01-01-1972 20:00,huntsville,al,us,unknown,120,2 minutes,3 lights&#44 light speed&#44 no sound&#44 90 degree turn,04/16/2005,34.7302778,-86.5861111
03-01-1972 23:30,salinas,ca,us,cigar,180,2 - 3 min.,Huge object. At least 2 football fields long. Altitude approx. 500 ft. Observed moving slowly westerly direct. No lights. No sound. Und,04/02/1999,36.6777778,-121.6544444
04-01-1972 19:00,indianapolis,in,us,disk,3600,1 hour aprox.,Indianapolis Multi-Colored Round object 1972-74 chased by fighter jets,05/02/2011,39.7683333,-86.1580556
01-01-1973 23:30,chattanooga,tn,us,oval,30,30 sec.,3 objects in a tri-angle formation also in stationary mode for about 20 to 30 sec. Then dispersed in different directions in less than,12/16/1999,35.0455556,-85.3097222
02-01-1973 22:00,honolulu,hi,us,sphere,300,5 minutes,I was standing on the shore looking out towards the water when I saw a blue sphere coming toward the shore . It was at about a 45 degr,10/31/2008,21.3069444,-157.8583333
02-01-1973 23:00,port sulphur,la,us,circle,3,3 seconds,Drag Racing UFO&#39s,10/27/2004,29.4802778,-89.6938889
03-01-1973 01:00,santa fe (near&#44 on highway),nm,us,unknown,600,10 minutes,I had an Out of Body experience while driving down the road at night.,02/12/2004,35.6869444,-105.9372222
01-01-1974 01:00,kent,wa,us,cigar,300,5:00 min,Cigar shaped with distint window shapes the width of the object&#44 wasn&#39t moving&#44 it was about 20 to 30 feet off the ground.  I saw no li,01/28/1999,47.3811111,-122.2336111
04-01-1974 07:30,aurora,co,us,changing,5,5 seconds,Ever changing Object sighted&#44 Aurora&#44 Colorado&#44 1974,03/19/2009,39.7294444,-104.8313889
05-01-1974 17:00,franklin,ky,us,oval,300,5 minutes,Round Disk,02/18/2013,36.7222222,-86.5772222
06-01-1974 00:00,bardstown,ky,us,disk,600,5-1o minutes,yellowish gold saucer with lights hovering over house,08/05/2009,37.8091667,-85.4669444
01-01-1975 03:00,jamestown,ny,us,sphere,120,a few minutes,I was 13-15.  I was in my parent house on Moon Rd.&#44 Woke up in the middle of the night.  Looked out the window. saw a SMALL round objec,03/07/1998,42.0969444,-79.2355556
01-01-1975 12:00,phoenix,az,us,disk,300,5 minutes,Saucer sighting in 1970s near Phoenix&#44 AZ.,03/19/2009,33.4483333,-112.0733333
01-01-1975 19:00,waverly hall,ga,us,sphere,600,5 - 10 min,Hovering Sphere,11/26/2003,32.6833333,-84.7383333
01-01-1975 20:00,denver,co,us,disk,180,3 minutes,Flying saucer seen by 100 people at drive-in theater in Denver,12/23/2002,39.7391667,-104.9841667
05-01-1976 12:00,st. thomas,pa,us,diamond,120,couple minutes,2 craft seen for a couple minutes.,07/05/2005,39.9175,-77.7980556
05-01-1976 20:00,coventry,ri,us,formation,180,3min,red orbs &#39dancing&#39 around a central orb,06/18/2004,41.7,-71.6833333
05-01-1976 22:00,lakewood,co,us,triangle,420,5-7 min,lighte object over lakewood Colorado. event  lasted almost 10 min.,11/28/2007,39.7047222,-105.0808333
05-01-1976 23:00,miami,fl,us,sphere,2400,40 minutes,Orange sphere with alternating sound&#44 30 feet in diameter,10/30/2006,25.7738889,-80.1938889
01-01-1977 12:00,great neck,ny,us,cylinder,1800,30 minutes,When I was a child&#44 I witnessed shiney gold cylinders in the sky.  The sky was very clear; not a cloud in the sky.  The objects were fl,02/01/2007,40.8005556,-73.7288889
01-01-1977 19:30,new york city (manhattan),ny,us,sphere,60,30-60 seconds,A small gray ball moved past my bedroom window on the 15th floor of a New York City apartment building.,09/02/2005,40.7141667,-74.0063889
01-01-1977 20:00,la crescenta,ca,us,formation,10800,2 to 3 hours,Triangle formation in foothills.,11/28/2007,34.2241667,-118.2391667
01-01-1977 20:00,westminster,ca,us,disk,300,5 minutes,There were two ships&#44 saucer shaped&#44 silver grey..like pewter&#44 soundless&#44 drifting over our neighborhood like silent boats on the water,02/14/2010,33.7591667,-118.0058333
01-01-1978 01:00,june lake,ca,us,disk,900,15 min,seen flying saucers at june lake ca,02/14/2006,37.7797222,-119.0744444
01-01-1978 13:00,sagle,id,us,sphere,20,20 seconds,Hovering gray&#44 grapefruit size&#44 shaped sphere that travels at lightning speed.,10/08/2007,48.2025,-116.5466667
02-01-1978 22:00,dublin,nh,us,triangle,1200,15-20 min,I was with five friends at prep school in Dublin NH (Dublin School a private school) we were on the &quot;Upper FIeld&quot; which was a soccer fi,12/09/2000,42.9075,-72.0630556
03-01-1978 17:00,los gatos,ca,us,oval,60,1 min / approx.,Large elipsoid object (greenish hugh) hovering and slowly moving forward just above the treeline (approx. 150 feet) in Los Gatos foothi,01/28/1999,37.2266667,-121.9736111
01-01-1979 17:00,orange,ca,us,disk,1200,20 minutes,In Broad daylight saucer appeared 50 feet above after I looked up to see what the humming and deep bass sound was,09/15/2005,33.7877778,-117.8522222
01-01-1979 20:00,redondo beach,ca,us,disk,15,15 sec.,Low-altitude disk flying slowly; red lights around perimeter.,02/23/2000,33.8491667,-118.3875
02-01-1979 02:30,lake arrowhead,ca,us,circle,180,3 min,My husband&#44 3 children&#44 and I moved to LK Arrowhead in 1971. We were both Fine Artists. We wanted to get away from Los Angeles&#44 the sch,04/16/2005,34.2483333,-117.1883333
03-01-1979 04:00,medford,or,us,unknown,300,5 min,While in flight landing at Medford from Klammath Falls&#44 I spoted what appeared to be another aircraft flying the opposite direction.  S,09/26/1998,42.3266667,-122.8744444
01-01-1980 01:00,indianapolis,in,us,light,420,7 minutes,Very bright green light without sound moved over me and my car from a wooded area about a 1000 ft. up.,06/12/2007,39.7683333,-86.1580556
01-01-1980 23:30,chicopee,ma,us,diamond,300,5 minutes,I heard a noise like thunder&#44 went to the kitchen window and saw a black diamond-shaped craft hovering over the porch.,02/16/2000,42.1486111,-72.6083333
03-01-1980 00:30,oxford,ct,us,cigar,120,2 minutes,Large Cigar shaped object very close.,07/25/2004,41.4338889,-73.1172222
03-01-1980 18:00,bisbee,az,us,other,1800,30 minutes,Large&#44 nearby&#44 stationary&#44 metallic&#44 featureless oblate  spheroid in full daylight&#44 chased by jet fighter in Az in 1980,10/07/2003,31.4480556,-109.9277778
01-01-1981 00:01,el cajon,ca,us,sphere,1800,30 minute,My husband and I were at home just bringing in the new year of 1981 watching the the ball drop in New York city having not even a glass,01/22/2004,32.7947222,-116.9616667
